#       RunID                dt_mlt_in                    r_ice                    r_pnd                    r_snw             rsnw_melt_in                     ksno                   mu_rdg    NHEXTEJAN           NHEXTEFEB           NHEXTEMAR           NHEXTEAPR           NHEXTEMAY           NHEXTEJUN           NHEXTEJUL           NHEXTEAUG           NHEXTESEP           NHEXTEOCT           NHEXTENOV           NHEXTEDEC           NHAREAJAN           NHAREAFEB           NHAREAMAR           NHAREAAPR           NHAREAMAY           NHAREAJUN           NHAREAJUL           NHAREAAUG           NHAREASEP           NHAREAOCT           NHAREANOV           NHAREADEC           SHEXTEJAN           SHEXTEFEB           SHEXTEMAR           SHEXTEAPR           SHEXTEMAY           SHEXTEJUN           SHEXTEJUL           SHEXTEAUG           SHEXTESEP           SHEXTEOCT           SHEXTENOV           SHEXTEDEC           SHAREAJAN           SHAREAFEB           SHAREAMAR           SHAREAAPR           SHAREAMAY           SHAREAJUN           SHAREAJUL           SHAREAAUG           SHAREASEP           SHAREAOCT           SHAREANOV           SHAREADEC       
           20   4.6267619499537560e-01   9.7810969425564898e-01   9.4460208995400796e-01   7.9583355757806978e-02   7.1097307828521084e-01   9.1815101246549080e-01   5.4420628505758939e-01    14.4927809178       15.4376729627       15.7699599851       15.2130367335       13.5288837816       11.3800589171       8.24542583449       5.25280453875       4.12597275881       6.7299489126        10.011945832        12.6181481505       13.4919389374       14.5355063434       14.6306198867       13.5946964487       11.40407559         8.86978027291       5.71744033041       3.32442711641       2.76969789164       5.24422237395       8.85095348485       11.3401541644       3.02951208745       1.33346507716       1.53476224338       3.99832374628       6.74347141307       9.11450109905       11.1649385178       12.7039482602       13.6270758074       13.4733914604       12.0177731038       7.61834547169       1.49076330164       0.599996760052      0.802880635554      2.82563980567       5.36838380229       7.60767208757       9.37178142653       10.7256103606       11.236780019        10.3946640504       7.981479365         4.04675413153   
           21   5.9295498203552732e-01   8.0264526788877055e-01   9.2404662840999657e-02   2.6590311967634728e-01   6.8336452716030172e-01   4.1708973532409538e-01   4.4201674213233799e-01    14.602380061        15.5186876897       15.7357532206       15.0163531641       13.2057247293       10.6985455426       7.366661062         4.03679709543       2.53357898676       5.6479827376        9.62450082501       12.5458958059       13.6238433107       14.5770645077       14.5644281243       13.3147698419       10.9030390975       8.22169856191       4.81270897725       2.08376215504       1.34861351554       3.90303763561       8.23536443674       11.2038750502       2.49037684004       1.1891051076        1.38611695218       3.66062637693       6.19109037609       8.52029715982       10.6769465007       12.4063994058       13.278021491        13.051908338        11.2772489683       6.35097110301       1.24864907422       0.54704119795       0.753913116993      2.55636892117       4.88520432341       7.05968316187       8.93813128621       10.4127151645       10.9411106523       10.0372562255       7.30351920112       3.31940740811   
           22   6.5228375204439670e-01   8.8695668839250819e-01   4.9619369717713982e-02   8.0650827787883039e-01   3.2045619858628399e-01   8.8127549920630244e-01   5.8424837196445356e-01    14.9420246546       15.8670174635       16.1464581928       15.7057936655       14.2900010727       12.199745947        9.93945143251       7.51446864646       6.49422329411       8.82612175347       10.7537625837       13.1905779275       13.9721730411       14.8678069194       14.9664373483       14.1861692758       12.2470029958       9.94652412094       7.5015524118        5.4220127549        5.00713617877       7.39123149517       9.9069097627        11.964172719        6.93691696549       4.19817287747       4.48899134712       7.19806415578       10.0311929316       12.3358958816       14.2720966631       15.7606930557       16.4679199667       16.3703820702       15.1595523742       11.8903473501       4.14478082189       2.63447605414       3.11230509523       5.80404398249       8.46447486174       10.5943531715       12.2196074591       13.4090003853       13.8012633744       13.0145939179       10.8064988498       7.47704442498   
           23   1.5933234432845239e-01   8.1673440415013043e-01   3.4218354091114761e-01   7.7206883912440383e-01   9.7576814142188850e-01   6.9468427762455709e-01   2.0723724379869440e-01    14.8448218105       15.7204435029       15.9221056271       15.2878764924       13.7015506384       11.7938256508       9.03407856346       6.22651751453       4.92473557956       7.74604350062       10.3716462617       13.0555064424       13.8632751778       14.7573816698       14.744976285        13.7170749401       11.7485230942       9.3869488764        6.48297245217       4.04913571385       3.4204803432        6.05386615994       9.35887322962       11.7558627639       6.26711333636       3.77100788216       4.07827754108       6.67937082132       9.41525049938       11.7158491786       13.5736233444       15.1108329647       15.8767177794       15.6822448761       14.4436470516       10.9618314977       3.71730725806       2.31203399598       2.74364109993       5.35284567762       7.93738647373       10.0369173095       11.5377160229       12.9116214563       13.3059289914       12.4362971027       10.2044854529       6.74683291122   
           24   7.9789753301800892e-01   4.9826763685393538e-01   2.5720789719905168e-01   9.3001882902213495e-01   6.2739007691187509e-01   3.1229307570361658e-01   2.2469614998969650e-01    15.1042032651       16.0805503833       16.2909608749       15.6135868593       13.9811062246       11.8662836923       9.24890676753       6.65025852906       5.61427468444       8.00423951579       10.6384043254       13.2415605215       14.0738477923       15.0721379264       15.039058597        14.0712147595       11.9414895599       9.52996933737       6.7749009375        4.61471761942       4.24000321685       6.60612733333       9.62526109164       11.9817953619       6.46176538657       3.82453068014       4.25387446879       7.05305802074       10.0622171309       12.4652813437       14.3326821279       15.8579660841       16.4767851155       16.282033256        14.9639664121       11.592745426        3.77694434834       2.35255857435       2.8797364407        5.68230221761       8.47145859831       10.7568775094       12.2601099574       13.6071362632       13.9043860183       13.0087592454       10.6246860682       7.13890235173   
           25   9.8197546696090798e-01   9.4988038703200539e-01   1.2071953213640620e-01   8.2498699170204681e-01   7.8489921810770663e-02   5.7952954546614943e-01   6.1499144800805616e-01    15.1263304819       15.9383352512       16.1686804822       15.6157414199       14.1664690423       12.2143498892       9.70121576115       7.08508687663       5.99295570716       8.71026175248       10.7813402276       13.2979785774       14.1079774216       14.9075350312       14.9869325419       14.102363399        12.1488000901       9.85699277128       7.15421304141       4.86255604172       4.43109070858       7.13135953343       9.94586581347       12.0746537664       6.39830146043       3.8858139393        4.06162851043       6.80139631462       9.73145218918       12.0438951843       13.9004648072       15.3661742694       16.1445678229       15.9526801167       14.4611296314       11.0688635987       3.86054499132       2.37838465418       2.74782319334       5.41212770666       8.17654899244       10.3483525932       11.8414617216       13.0864250691       13.5368801575       12.626372837        10.3329389858       6.98579689729   
           26   9.5596253414571819e-01   1.7146513647665930e-02   7.1716555346003075e-01   6.8757179539783730e-01   8.5274651094472831e-01   6.3194733139659676e-02   9.0932096036350618e-01    14.6089899869       15.6137368924       15.8811798442       15.1777894008       13.1637333957       10.3866509361       6.53397074199       2.60328004616       1.25716628498       4.58574170163       9.21458649704       12.3360836602       13.5630736232       14.6704111095       14.7043776261       13.4776197806       10.8973253547       7.8332498603        3.90144470953       1.08814592097       0.635925588716      2.75236271759       7.63640494847       11.0109663418       1.88179531177       0.692920673664      0.959905802099      3.16713175217       5.87268466563       8.26990777955       10.4664160203       12.1639087416       13.0497198994       12.9660196263       10.9766512151       5.86889179919       0.795140686317      0.279475186299      0.452307726725      2.10480904289       4.5617908856        6.82044629363       8.75715190376       10.2032559417       10.8521565173       9.97576597866       6.98373853071       2.97637649623   
           27   4.7802564452867952e-01   7.9563969403638371e-02   7.4370436947460161e-01   3.4317339795774648e-01   3.9097894614761958e-01   9.9218233722328597e-01   8.6298156190397490e-02    14.7624524505       15.642833175        15.8232643076       15.2950972987       13.5870247236       11.3773446785       8.73414672954       6.07176884646       4.97143641629       7.39034311953       10.1292591692       12.9305577708       13.8112850555       14.7037275654       14.6415543122       13.6541741138       11.401490741        9.05131002348       6.29933095216       4.09398143512       3.50050528676       5.88645332318       9.03175260394       11.5702601989       4.35243740809       2.36924395219       2.56618486049       4.94118618173       7.47314151677       9.77777263852       11.8759537202       13.454722959        14.3523250403       14.114933985        12.6350805872       8.88431085722       2.40867055668       1.29526021552       1.55884155261       3.75422172486       6.10548888295       8.23360674906       10.0494987244       11.4169401812       11.9332105901       10.9888701719       8.65536424192       5.15854614399   
           28   8.4611959848552942e-01   8.7957241119417762e-01   3.2818947307033730e-01   1.0305876224966989e-01   7.5112966016666705e-01   1.5295984312625871e-01   9.2727439491011732e-01    14.0529116883       15.0785228715       15.3821809637       14.7728508551       12.8505280613       10.0821430899       6.17544630736       2.62316056902       1.4375544522        4.15907478456       8.91193572161       11.8791215137       13.0620384375       14.1731691501       14.2730589578       13.123953663        10.5229757751       7.56200740115       3.63262961725       1.1479234229        0.682109563483      2.60819861091       7.2021776597        10.6002218484       1.21007038079       0.492828916634      0.690145679936      2.68054280905       5.12468626148       7.486776162         9.55657286956       11.2506949347       12.1791582337       12.0911182112       9.97586401582       3.9974833323        0.491591067147      0.1891748325        0.32310153964       1.69839740272       3.91033012772       6.11244404373       7.94491169358       9.40525268102       10.0153674383       9.05639357855       5.78894600973       1.88033026831   
           29   8.1767960032448170e-02   6.1662905296709913e-01   3.0625340013897839e-01   4.1246017773103499e-01   9.4097858871932005e-01   2.6088576106953298e-01   1.9394357221068020e-01    14.5056387782       15.3896664264       15.710411573        15.056900512        13.1417815962       10.7941394035       7.28415705864       3.86143439443       2.14095007394       5.37152305499       9.73829694034       12.6158611058       13.5216388171       14.4615006496       14.5270143692       13.3628106945       10.9383795489       8.22611421411       4.58256709106       1.87046050093       1.12141177759       3.62133928731       8.28094450286       11.3058083636       2.32435486687       1.05447318236       1.34658899436       3.66516844831       6.30179853084       8.78863408342       10.9740392614       12.709320511        13.5445940829       13.3254538157       11.3017733429       6.26213096984       1.12120635964       0.480355311367      0.694331681905      2.54927370258       4.97087455131       7.30227753008       9.13942550794       10.7055512336       11.269330143        10.1456153705       7.21464664432       3.24254928963   
           30   3.9150156608250519e-01   7.3849489093159459e-01   8.2012312098938434e-01   7.1146822913017649e-01   9.2748062514167806e-01   1.8212682203988409e-01   3.9830599743540263e-01    14.5978034638       15.5757298739       15.9327310978       15.1381223028       13.5220763804       11.0063345274       7.68972713974       4.36787119042       3.32848793565       6.03816242883       9.77407253811       12.6175733588       13.5946337777       14.6309921295       14.7780199894       13.5938210359       11.2678261901       8.55529642911       5.12294358371       2.5810935388        2.12475609246       4.4701724847        8.55958846669       11.2983130656       2.92735317059       1.43431479816       1.6940124676        4.05287969766       6.75397481661       9.23195586652       11.2922764731       12.9895439107       13.9282396725       13.722129503        12.0478825713       7.70487007155       1.47423653526       0.708046853731      0.951960403436      2.92071154056       5.40475468051       7.69063092076       9.4940848617        10.9484674488       11.5544535708       10.6022801146       7.99601080244       4.0628218875    
           31   9.0306273283370375e-01   5.6647815041110983e-01   7.7177474267248591e-01   4.6800826430054648e-02   1.4071150627985060e-01   6.6672390944856619e-01   4.1825529819886596e-03    14.579463002        15.4241902287       15.675445485        15.0621146644       13.4285125951       11.4128777606       8.50557384021       5.82535102443       4.62045071777       7.20153413759       10.0554995828       12.7887085554       13.5965521762       14.4757781682       14.5227460121       13.4181181062       11.3100057022       9.00296827207       6.08116740887       3.83851028568       3.21089356522       5.62874125968       8.9988752907        11.4936260949       3.77625847546       2.16863267789       2.34539546868       4.72123965427       7.21802042852       9.58283661283       11.7661150397       13.2517667237       14.1434228142       13.9678276355       12.3681567864       8.32647333009       2.1331209696        1.18847675007       1.41801521467       3.57503657975       5.86717168635       8.0201531289        9.91922715227       11.2826058124       11.7801802153       10.8058857214       8.30234505715       4.66185093399   
           32   4.9902171182579219e-01   7.6339010764246007e-01   6.8218795496837359e-01   1.9936297714178050e-01   4.4833368601809663e-02   6.3945598534441419e-03   2.9888961267591052e-01    14.6168621535       15.628582558        15.8849526275       15.2271640068       12.9665710369       10.3774668661       6.85781897551       3.7185778587        2.43528116044       5.34411312929       9.631819687         12.6132862413       13.5932391834       14.662395324        14.6652847371       13.3559323926       10.6333140673       7.80577212804       4.3173829112        1.85610536341       1.27124150025       3.7406337503        8.15081643521       11.2712525499       2.12875740733       1.048745095         1.26331555579       3.4880459239        6.04431284838       8.56048946991       10.7211458468       12.3655417507       13.1704552267       12.832642895        10.8476115115       5.6520547612        1.0221458565        0.485051595527      0.655683770454      2.42588153786       4.76009874977       7.10119641573       9.01142725799       10.442051384        10.9305430612       9.78346947513       6.7158711194        2.88501020361   
           33   5.1443902209866788e-01   5.6336604527729962e-02   8.5546144195499696e-01   3.5341111610510519e-02   8.9917794964276251e-02   3.4168196975120468e-01   4.7139239982103132e-01    14.6148407802       15.6047723374       15.8613866181       15.1606934459       13.4601430192       11.0024769887       8.08567984753       4.79673090736       3.49476330526       6.33372941689       10.084856575        12.7754477858       13.6469162141       14.6395236247       14.6722553121       13.4847115917       11.2014287184       8.61214155707       5.4008419285        2.80995771579       2.2251497946        4.75352227541       8.82348106277       11.4978607969       2.85226747962       1.45174754618       1.68242268442       3.9814204684        6.60794391173       9.04468584737       11.1532617952       12.8394348025       13.7110310021       13.5141203854       11.7571510577       6.96932903018       1.493510441         0.699480597817      0.924287012379      2.86662751631       5.28185852572       7.56770400157       9.39056127191       10.872663463        11.3956168126       10.4157383644       7.65044956673       3.7591927635    
           34   1.4500634480666899e-01   7.8043022510994753e-01   6.3474358259035003e-03   3.0782727471752358e-01   2.3152655362417651e-01   2.8394062463526742e-01   3.4985601658533733e-01    14.4716821741       15.3833888351       15.7083510604       14.9963032206       13.1900306325       10.7418979492       7.43015294292       4.07039398289       2.56980253055       5.63991072715       9.55380571196       12.496584708        13.4648956155       14.4744937284       14.5502829429       13.3515102015       11.003276408        8.29635845146       4.84325659573       2.07413842037       1.39616247013       3.95692214378       8.20240413097       11.1528959149       2.46805683278       1.21510432831       1.41001459884       3.69161630239       6.31953901612       8.78938451447       10.9727492325       12.6526144263       13.5039157813       13.2238440133       11.4836476123       6.59782361985       1.24391395023       0.551498657109      0.733490964588      2.60547928048       4.9977349148        7.30448715637       9.15670962674       10.6200088579       11.2004753112       10.2186836894       7.42087386012       3.46773621047   
           35   3.6209795223549007e-01   7.9130635679300343e-01   9.8226733872600436e-01   4.5685032736510028e-01   1.5902271995187869e-01   9.0961848406254187e-01   8.3330253399243304e-01    15.1672293418       16.0631828016       16.2878661152       15.6216988176       14.0836076408       12.0284550337       9.51594872291       7.0584324253        6.03717983766       8.48781310839       10.7275219364       13.3567994763       14.1639146946       15.0485252623       15.0575355178       14.0457166446       12.0105753268       9.67414341966       6.98721710535       4.84187531577       4.42438438559       6.99921344563       9.84793514538       12.0753289733       4.83445563487       2.54538539109       2.75030074706       5.36545117955       8.10832468431       10.5141329171       12.5401158579       14.0949973053       14.8666754463       14.7043337301       13.353162837        9.70337141389       2.68818216749       1.38815874643       1.6612186959        4.09160715964       6.65872273423       8.90837596595       10.6324311822       11.8980059116       12.3726738735       11.5217843514       9.32654805698       5.76250208983   
           36   1.2659624825298249e-01   3.9860788364229449e-01   8.4035822130473586e-02   5.7816259188777097e-01   6.6322259040150255e-01   8.4785671467626733e-01   4.9921216882233110e-01    14.936495563        15.8674105876       16.1792608386       15.5228162429       13.9636386731       11.7808096906       9.0765551843        5.99889555397       4.90455544331       7.27035958889       10.3580611507       13.021423087        13.9172565272       14.8651192865       14.953779521        13.9565175451       11.8088490222       9.34859343401       6.40375504157       4.07454390391       3.55299440295       5.82913199647       9.27432847267       11.7587597704       4.7746487082        2.61302054563       2.82215902144       5.46470110113       8.27807869699       10.7307975062       12.7213393555       14.2891343307       15.1455102263       14.8402081735       13.4937238854       10.054693894        2.68255503993       1.4495928749        1.76599573394       4.18084078858       6.813459894         9.11380367244       10.7960384942       12.117600848        12.634369087        11.7121225023       9.53895339384       5.9372906484    
           37   2.8909454867243772e-01   3.6572246396847602e-01   1.4497142920070991e-01   1.4140546981112229e-01   8.6251559962318936e-01   6.5309215888181427e-01   8.4512750445199869e-01    14.4827807725       15.3932387739       15.6220818747       14.962337123        13.2218073058       10.6800821813       6.95004111897       3.33949886138       1.97535700382       5.01703910413       9.30069850782       12.3589413115       13.4614987641       14.4595901084       14.4802043605       13.3178150499       11.0095281499       8.17194746797       4.33940240842       1.62717664327       1.02730546511       3.37120224062       7.80273126331       11.0233457966       2.4480071866        1.02137063959       1.23194545708       3.58104349652       6.15345597793       8.62153757787       10.8472539062       12.6111229153       13.5472435753       13.4582516507       11.8893427251       6.74541165103       1.15777896639       0.445012220459      0.627949669989      2.46054291409       4.82982081916       7.12163252447       9.06839042216       10.6142948262       11.2178713704       10.362590345        7.68554505197       3.5816864554    
           38   1.7647980533739821e-01   5.7791683710113695e-01   9.2081865872189927e-01   1.2469726394795411e-01   3.7345931553614459e-01   3.5378595254982692e-01   5.2364787996214412e-01    14.498916816        15.5194513576       15.7244510741       15.0708936627       13.1375829679       10.6511795321       7.29802616986       3.95707698453       2.79769189079       5.76646783018       9.67164738879       12.5310210903       13.4710562172       14.5680422056       14.5334845749       13.3002447118       10.8716496548       8.18399835804       4.7432916966        2.18250778994       1.65756503263       4.1412096466        8.25870517725       11.2246626422       2.30312387539       1.03070092177       1.22980751336       3.53361817792       6.11283382715       8.5624873348        10.727106296        12.4251238129       13.235821802        13.0200919613       11.1720704122       6.10277315382       1.09346984168       0.477257040299      0.664791655986      2.43992828375       4.78013141132       7.06973108404       8.96528284605       10.4296714191       10.9077467736       9.96108352504       7.12692198495       3.1639111551    
           39   7.4350995374178253e-01   3.1879861055474201e-01   8.0757533874296172e-01   2.0012365490796841e-01   9.4663024417324260e-01   5.6611980428985720e-01   7.8594791812356557e-01    14.4284798682       15.3208329135       15.6401015785       14.8959695661       13.1311991383       10.740141448        7.26210756813       3.91275046507       2.46133331994       5.48972833493       9.6725176172        12.3348042647       13.4271397883       14.4045446555       14.4980001379       13.2481937424       10.9719967369       8.32224519202       4.76883749069       2.09340070786       1.41941960351       3.80980839326       8.33168298172       11.0455893489       2.4508702373        1.0300046453        1.3105532964        3.67225525274       6.31409239242       8.72298799011       10.9079938594       12.6798574512       13.5598925794       13.4953981177       11.7726745183       6.84786959647       1.14629835024       0.472804731187      0.686906598448      2.55015793234       4.97899423617       7.23546710175       9.15594838068       10.6601222071       11.2096910235       10.3638667945       7.69451964751       3.57298240933   
           40   6.7987296115274398e-01   8.3668669267624074e-01   4.9955167337985967e-01   6.5762968490432416e-01   5.4888023321317236e-01   6.1941131912837066e-01   8.7446061040806988e-01    14.6803947815       15.6833877987       15.9353233249       15.3057621189       13.6630394753       11.3727356919       8.32482754746       5.27659552612       4.09164832035       6.84627333523       9.9490243926        12.8117799718       13.6545908902       14.7254311575       14.7679957551       13.7140242225       11.5739071059       8.95674200482       5.76988597065       3.2733147897        2.7341591014        5.30748891431       8.8359944777        11.4418162114       4.20767181928       2.19516059017       2.60037499967       5.19411325724       8.00684730952       10.4219780429       12.4473338513       14.0618334962       14.9245229501       14.8768280001       13.4237202384       9.51757752946       2.29768552802       1.16911739741       1.54714206381       3.94270568089       6.55389035342       8.81323267948       10.5418018525       11.8449250597       12.4612505622       11.6941589272       9.27881094215       5.43192941782   
           41   1.9367226209225399e-01   9.3119733693477291e-01   5.3467144945835965e-01   2.7959350084420292e-01   5.7513594198306750e-01   2.3410108302985979e-02   8.1962689587713355e-01    14.2206401178       15.2383054175       15.5214671953       14.8085402702       12.726962052        9.9526863836        5.34971016098       1.40800251313       0.509165107187      2.98097415972       8.51452583876       11.8586092273       13.1587644521       14.3295220593       14.3925505108       13.0871361507       10.4378280352       7.20124030746       2.7630453161        0.473370697053      0.189812305812      1.59763619393       6.61023083087       10.3733508397       1.04951618185       0.398883802726      0.604735533158      2.48448789114       4.94589484593       7.36312848058       9.6884710438        11.4986478476       12.5306295902       12.2110783004       9.80544200794       3.94463572433       0.415499314863      0.162265982921      0.285835012589      1.53224326212       3.7423251991        5.98325529913       8.02171800547       9.59363318152       10.2636558263       9.02939169657       5.62224736974       1.81580343197   
           42   4.3591657536037798e-01   1.8379392580661391e-01   8.7685875424316950e-01   3.8187776130424550e-01   4.4815526009936418e-01   5.1363224698829335e-01   1.6451336909418129e-01    14.532634885        15.420501968        15.629112852        14.8967864627       13.0748304522       10.8054471279       7.6960315458        4.62905819877       3.3844193505        6.07445578467       9.71620148877       12.5086754823       13.5266980891       14.4788482519       14.4142004665       13.2016883883       10.9490488836       8.39328070306       5.17849947053       2.78091149048       2.17513340274       4.51423021403       8.35252397547       11.1950775073       2.95929145197       1.57571669626       1.71153480558       4.05651089754       6.73751906836       9.19955491265       11.2936436129       13.0113028516       13.8525774045       13.6835862652       12.0940167839       7.47917609942       1.5900301574        0.810609475879      0.995567241596      2.93639263354       5.37199903561       7.68864975492       9.47873272887       10.9448277088       11.4879729945       10.5938403912       7.94625613854       4.01614215294   
           43   4.1992343922278713e-02   6.6832947379776408e-01   3.8607920193379469e-01   8.7577050717747107e-01   4.7161126387239027e-01   9.7994731438146632e-01   2.4187519343436831e-01    15.1735989194       16.1167798804       16.3676211137       15.7593822546       14.4274552109       12.5089119098       10.3754061351       8.60519915199       7.66950337896       9.46125679325       11.0557582808       13.505720266        14.1528829734       15.0888898014       15.116809746        14.2461012636       12.4444634069       10.3244634181       8.05675835295       6.26083572467       5.94924642782       8.25924487168       10.2621703436       12.2192997847       9.68788827695       6.39524377632       6.44897159183       9.28828574362       12.0033594896       14.0991873622       15.7862378362       17.0382976688       17.6790249503       17.505400005        16.187063808        13.7227718336       5.94636480634       4.04253938089       4.57444835492       7.71679355221       10.3638818237       12.2726275032       13.5838872059       14.5694825479       14.9821959733       14.113543378        12.0121156072       9.15770571403   
           44   4.5684548747792308e-01   6.5309390352839336e-01   9.8752610963503162e-01   7.6954319562230789e-01   3.4216943612056122e-01   3.2668819818313100e-01   2.8254443378786420e-01    15.0725779532       15.9294347092       16.2263712904       15.5714986668       13.9475788722       11.7898043541       9.48119827562       6.97171281304       6.08311150202       8.49916997071       10.6425098717       13.2521513769       14.0624962534       14.9445892651       14.9867626835       13.971599147        11.8925423829       9.5399868352        6.90735266833       4.81616856393       4.5028665457        6.99562289256       9.80223410187       11.9477762129       5.05692894719       2.98178808652       3.30075375098       5.91687567913       8.58873973491       10.9554353034       13.015617117        14.5564032122       15.3996922773       15.25721678         13.7070981345       9.94887165528       2.91772253486       1.71253402215       2.096965712         4.64285041067       7.12256986403       9.28205489146       11.0723546569       12.3394141976       12.9990980192       11.9892910513       9.55503361662       5.86931317266   
           45   5.3692313517842971e-01   4.0132389236906812e-01   3.5235637998474498e-02   6.7450801444439479e-01   2.6354478087076649e-01   4.5745603163793153e-01   3.0444425836405048e-01    14.9827503167       15.9073394095       16.1471295322       15.4699723269       13.6552880415       11.5887844681       9.02708208803       6.15059788508       4.92684231429       7.71209906963       10.4492862321       13.0572216577       13.9610970446       14.8894065557       14.8848504536       13.8213140728       11.6171869234       9.27757093072       6.52030820972       4.12918688379       3.57566493963       6.06433107501       9.41941396813       11.7467101148       4.94834145313       2.80963146822       3.05347331135       5.66930932795       8.49692999821       10.8223577615       12.8971904532       14.3658061784       15.2427588131       15.1063855062       13.5941723113       9.73065025326       2.81363690371       1.5698168416        1.93383816388       4.3974752063        6.98463670986       9.16285158579       10.9947868798       12.2595165451       12.7438264251       11.8742368365       9.41297718683       5.65347185982   
           46   2.7620324575275712e-01   6.0370307467611772e-01   3.5203363660922538e-01   1.5199325398675029e-01   2.4919729527817769e-01   6.0924295529590122e-01   3.4109951600631971e-01    14.7381585146       15.694592062        15.9878470117       15.2803910675       13.4866530128       11.1670579146       8.31484327721       5.44468483394       4.25069604598       6.77910823631       10.2017762869       12.8409494341       13.7125905683       14.7159423799       14.7391475814       13.6089817661       11.2915276675       8.74631166238       5.81653345161       3.43115649075       2.82706051353       5.24991282812       8.9892232771        11.5631927986       3.3158370729        1.61536665539       1.78560480077       4.12065157268       6.73733526587       9.12690983777       11.1913628797       12.8705072439       13.7940291244       13.6097647512       12.0169095918       7.50594207649       1.71093386506       0.820726292643      1.01104876553       2.98088705842       5.40807171014       7.62808868699       9.38382327451       10.7999501697       11.4309538047       10.5155722712       7.99930062949       4.14082683205   
           47   2.5711241011906949e-01   9.2190437452268914e-01   8.7031493716806696e-01   1.5895608904372369e-01   4.9551473910853799e-01   8.1399931264708614e-01   9.7356324415720463e-01    14.7494219448       15.6584774444       16.0354179809       15.4137442757       13.6355043988       11.3588575045       8.58780807048       5.55208157127       4.47550293939       7.37753312331       10.1403570438       12.7503550549       13.7107748227       14.6908439808       14.8588323668       13.7376112716       11.4773910626       9.00014713469       6.04631149723       3.67008957541       3.12249464373       5.70353108749       9.05583544679       11.490202348        2.76785673752       1.30291181517       1.55842046738       3.880371679         6.58467335624       8.9742644836        11.05419595         12.7623154292       13.6091109412       13.4872830867       11.9310377221       7.32417935215       1.40635469973       0.642412857093      0.861915856042      2.75709486941       5.20861433157       7.45366648832       9.27450132123       10.7698175554       11.1846323195       10.3428796313       7.83401344434       3.8786339933    
           48   6.2165184536549656e-01   1.2436837606198550e-01   1.1359723272866440e-01   6.4162004380486903e-01   2.2269147574635489e-01   7.2811498504597694e-01   7.7814024213834521e-01    15.0616638071       15.9932378206       16.1177338107       15.4862401886       13.8954206353       11.8275117178       9.05741826031       6.38985237345       5.21226159704       7.89459592963       10.6390308924       13.2069881746       14.0641772497       15.011337182        14.8499357664       13.8895689082       11.8266478125       9.43419433707       6.55498164824       4.27837205531       3.70632859156       6.36419356633       9.56619614233       11.9207498796       5.09038756566       2.80753984152       3.01852603653       5.72391287596       8.45965534454       10.8419014121       12.8076292991       14.2417376318       15.02895579         14.9231250785       13.5094644006       9.94191969917       2.8971270255        1.55411788281       1.88953410554       4.43193718926       7.01878633963       9.20890694667       10.8950522212       12.1209115393       12.5602471654       11.7334353187       9.47582213268       5.92253049584   
           49   2.6918507314486689e-01   5.5009664301427874e-01   6.0294788286222945e-01   7.3508650535118891e-01   1.0085392314275460e-02   7.9498883891584615e-01   9.3666675116068543e-01    14.9505646164       15.8513608406       16.111509688        15.450135234        14.1392175432       12.1363713089       9.75360928856       7.52708850719       6.74606450124       9.03348338886       10.866239413        13.3467442636       13.9391237614       14.8929895433       14.9149961236       13.9615990339       12.1241220414       9.86252399467       7.38224488          5.42690604969       5.26293714149       7.68791410695       10.0518363882       12.0539110875       6.21742853805       3.6153432852        3.81135773036       6.53611622889       9.42963743514       11.7610133978       13.5886156352       15.1105294441       15.8737375277       15.7324821768       14.5614669035       11.2011758982       3.62208186135       2.13728568156       2.51088513481       5.1982687447        7.92677777795       10.0571926953       11.6049328727       12.8453266649       13.3809393799       12.4876063168       10.3052925258       6.88111719989   
           50   4.0395735021946683e-01   1.5604569785230391e-01   8.2946324776192859e-01   9.6674940239172424e-01   1.8612860556957980e-01   6.3565578559147462e-01   6.6295680840433180e-01    15.327576913        16.1911348122       16.5351762478       15.9918980056       14.5670656108       12.3991029514       10.2662781336       8.30856180605       7.30807589842       9.30342332964       11.1148716516       13.6559360053       14.3139444404       15.1532345712       15.3084843082       14.4790757011       12.5630021889       10.2154013092       7.91860854369       5.94916637358       5.69179251327       8.08749521143       10.2794640774       12.3812606427       8.66683155916       5.79422987951       5.80698029528       8.5564793644        11.3742650246       13.5461929318       15.4136650538       16.754251328        17.4159591087       17.0680889226       15.8177516478       12.8679016445       5.43831701929       3.70207490238       4.14732846951       7.08041148187       9.72062919318       11.7254011244       13.2799290977       14.384160409        14.7133824072       13.7238813774       11.5554695777       8.5816087221    
           51   7.2072589973852574e-01   1.4036190608250240e-01   2.1103748076794929e-01   5.2207536457239512e-01   8.8541035715024918e-01   9.4924434697521587e-01   5.0191967264483017e-01    14.6122015736       15.5462794316       15.742887016        15.2077190777       13.7496846667       11.4600949771       8.58700873936       5.66594906548       4.17151115288       6.95665728385       10.2674775547       12.8910280523       13.6277130927       14.6292829115       14.652473098        13.7019341152       11.6537672612       9.08704287383       6.12501877328       3.51308450077       2.76075844932       5.30986407363       9.15011095199       11.6181719247       3.96463092019       2.05912365761       2.32181850601       4.8150261858        7.60139606019       10.0346771302       12.2456418394       13.8564490053       14.6630129128       14.6312149911       13.3118612095       9.30218745404       2.13932843157       1.0886393899        1.39529905216       3.59399283769       6.17195945237       8.436241518         10.3533248329       11.7150815905       12.1382315199       11.3662507107       9.06019274872       5.16058201891   
